Sequence	BIPA
b_<_w[?]_?\	ɓʷˤ
pt\ˈ_w[?]_?\	pt’ʷˤ
G\_h\	ɢʱ
G\_h\:	ɢʱː
d`_h\:	ɖʱː
d_d_h\:	d̪ʱː
b_h\:	bʱː
bd_h\	bdʱ
bd_h\:	bdʱː
q_h_?\	qʰˤ
q_h_?\	qʰˤ
G\_h_?\	ɢʰˤ
G\_h_?\	ɢʰˤ
G\_h\_?\	ɢʱˤ
t`_h_?\	ʈʰˤ
t`_h_?\	ʈʰˤ
d`_h\_?\	ɖʱˤ
d`_h_?\	ɖʰˤ
d`_h_?\	ɖʰˤ
t_h_?\	tʰˤ
t_h_?\	tʰˤ
d_h\_?\	dʱˤ
d_h_?\	dʰˤ
d_h_?\	dʰˤ
t_d_h_?\	t̪ʰˤ
d_d_h_?\	d̪ʰˤ
d_d_h_?\	d̪ʰˤ
d_d_h\_?\	d̪ʱˤ
p_h_?\	pʰˤ
b_h\_?\	bʱˤ
b_h_?\	bʰˤ
b_h_?\	bʰˤ
pt_h_?\	ptʰˤ
pt_h_?\	ptʰˤ
bd_h\_?\	bdʱˤ
bd_h_?\	bdʰˤ
bd_h_?\	bdʰˤ
c_j_h	cʲʰ
q_j_h	qʲʰ
G\_j_h\	ɢʲʱ
J\_j_h\	ɟʲʱ
g_j_h	gʲʰ
J\_j_h	ɟʲʰ
G\_j_h	ɢʲʰ
J\_h\:	ɟʱː
c_H_h	cᶣʰ
k_H_h	kᶣʰ
q_H_h	qᶣʰ
g_H_h	gᶣʰ
J\_H_h	ɟᶣʰ
G\_H_h	ɢᶣʰ
c_h_G	cʰˠ
k_h_G	kʰˠ
q_h_G	qʰˠ
J\_h\_G	ɟʱˠ
G\_h\_G	ɢʱˠ
g_h\_G	gʱˠ
g_h_G	gʰˠ
J\_h_G	ɟʰˠ
G\_h_G	ɢʰˠ
g_h\:	gʱː
c_w[?]_h	cʷʰ
c_w[?]_h_G	cʷʰˠ
k_w[?]_h_G	kʷʰˠ
q_w[?]_h_G	qʷʰˠ
c_j_w[?]_h	cʲʷʰ
k_j_w[?]_h	kʲʷʰ
q_j_w[?]_h	qʲʷʰ
J\_w[?]_h	ɟʷʰ
g_w[?]_h_G	gʷʰˠ
g_j_w[?]_h	gʲʷʰ
J\_j_w[?]_h	ɟʲʷʰ
G\_j_w[?]_h	ɢʲʷʰ
J\_w[?]_h_G	ɟʷʰˠ
G\_w[?]_h_G	ɢʷʰˠ
g_w[?]_h\	gʷʱ
J\_w[?]_h\	ɟʷʱ
G\_w[?]_h\	ɢʷʱ
c_w[?]_h:	cʷʰː
k_w[?]_h:	kʷʰː
q_w[?]_h:	qʷʰː
G\_w[?]_h:	ɢʷʰː
g_w[?]_h:	gʷʰː
J\_w[?]_h:	ɟʷʰː
t`_j_h	ʈʲʰ
d`_j_h\	ɖʲʱ
d`_j_h	ɖʲʰ
t`_H_h	ʈᶣʰ
d`_H_h	ɖᶣʰ
t`_h_G	ʈʰˠ
d`_h\_G	ɖʱˠ
d`_h_G	ɖʰˠ
t`_w[?]_h	ʈʷʰ
t`_j_w[?]_h	ʈʲʷʰ
t`_w[?]_h_G	ʈʷʰˠ
d`_w[?]_h	ɖʷʰ
d`_j_w[?]_h	ɖʲʷʰ
d`_w[?]_h_G	ɖʷʰˠ
d`_w[?]_h\	ɖʷʱ
t`_w[?]_h:	ʈʷʰː
d`_w[?]_h:	ɖʷʰː
=\_h	ǂʰ
=\_h:	ǂʰː
=\_j_h	ǂʲʰ
=\_j_h	ǂʲʰ
=\_H_h	ǂᶣʰ
=\_h_G	ǂʰˠ
=\_w[?]_h	ǂʷʰ
=\_w[?]_h	ǂʷʰ
=\_w[?]_h_G	ǂʷʰˠ
=\_j_w[?]_h	ǂʲʷʰ
=\_w[?]_h:	ǂʷʰː
!\_h	ǃʰ
!\_h:	ǃʰː
!\_j_h	ǃʲʰ
!\_j_h	ǃʲʰ
d_j_h\	dʲʱ
d_j_h	dʲʰ
!\_H_h	ǃᶣʰ
t_H_h	tᶣʰ
d_H_h	dᶣʰ
!\_h_G	ǃʰˠ
t_h_G	tʰˠ
d_h_G	dʰˠ
d_h\_G	dʱˠ
!\_w[?]_h	ǃʷʰ
!\_w[?]_h	ǃʷʰ
!\_w[?]_h_G	ǃʷʰˠ
!\_j_w[?]_h	ǃʲʷʰ
t_j_w[?]_h	tʲʷʰ
t_w[?]_h_G	tʷʰˠ
d_w[?]_h	dʷʰ
d_j_w[?]_h	dʲʷʰ
d_w[?]_h_G	dʷʰˠ
d_w[?]_h\	dʷʱ
!\_w[?]_h:	ǃʷʰː
t_w[?]_h:	tʷʰː
d_w[?]_h:	dʷʰː
|\_h:	ǀʰː
|\_j_h	ǀʲʰ
|\_j_h	ǀʲʰ
d_d_j_h	d̪ʲʰ
d_d_j_h	d̪ʲʰ
|\_H_h	ǀᶣʰ
t_d_H_h	t̪ᶣʰ
d_d_H_h	d̪ᶣʰ
|\_h_G	ǀʰˠ
t_d_h_G	t̪ʰˠ
d_d_h\_G	d̪ʱˠ
d_d_h_G	d̪ʰˠ
|\_w[?]_h	ǀʷʰ
|\_w[?]_h	ǀʷʰ
|\_w[?]_h_G	ǀʷʰˠ
|\_j_w[?]_h	ǀʲʷʰ
t_d_j_w[?]_h	t̪ʲʷʰ
t_d_w[?]_h_G	t̪ʷʰˠ
d_d_w[?]_h	d̪ʷʰ
d_d_w[?]_h	d̪ʷʰ
d_d_j_w[?]_h	d̪ʲʷʰ
d_d_w[?]_h_G	d̪ʷʰˠ
d_d_w[?]_h\	d̪ʷʱ
|\_w[?]_h:	ǀʷʰː
t_d_w[?]_h:	t̪ʷʰː
d_d_w[?]_h:	d̪ʷʰː
O\[?]_h	ʘʰ
gb_h\	gbʱ
O\[?]_h:	ʘʰː
gb_h\:	gbʱː
O\[?]_j_h	ʘʲʰ
O\[?]_j_h	ʘʲʰ
kp_h_j	kpʰʲ
gb_j_h\	gbʲʱ
gb_j_h	gbʲʰ
gb_j_h	gbʲʰ
O\[?]_h_G	ʘʰˠ
kp_h_G	kpʰˠ
gb_h\_G	gbʱˠ
gb_h_G	gbʰˠ
O\[?]_w[?]_h	ʘʷʰ
O\[?]_w[?]_h	ʘʷʰ
kp_w[?]_h	kpʷʰ
kp_w[?]_h	kpʷʰ
O\[?]_w[?]_h_G	ʘʷʰˠ
kp_w[?]_h_G	kpʷʰˠ
O\[?]_j_w[?]_h	ʘʲʷʰ
kp_j_w[?]_h	kpʲʷʰ
gb_w[?]_h	gbʷʰ
gb_w[?]_h	gbʷʰ
gb_w[?]_h_G	gbʷʰˠ
gb_j_w[?]_h	gbʲʷʰ
gb_w[?]_h\	gbʷʱ
O\[?]_w[?]_h:	ʘʷʰː
kp_w[?]_h:	kpʷʰː
gb_w[?]_h:	gbʷʰː
b_j_h\	bʲʱ
b_j_h	bʲʰ
p_h_G	pʰˠ
b_h\_G	bʱˠ
b_h_G	bʰˠ
p_w[?]_h	pʷʰ
p_j_w[?]_h	pʲʷʰ
p_w[?]_h_G	pʷʰˠ
b_w[?]_h	bʷʰ
b_j_w[?]_h	bʲʷʰ
b_w[?]_h_G	bʷʰˠ
b_w[?]_h\	bʷʱ
p_w[?]_h:	pʷʰː
b_w[?]_h:	bʷʰː
pt_j_h	ptʲʰ
pt_j_h	ptʲʰ
bd_j_h\	bdʲʱ
bd_j_h	bdʲʰ
bd_j_h	bdʲʰ
pt_h_G	ptʰˠ
bd_h\_G	bdʱˠ
bd_h_G	bdʰˠ
pt_w[?]_h	ptʷʰ
pt_w[?]_h	ptʷʰ
pt_j_w[?]_h	ptʲʷʰ
pt_w[?]_h_G	ptʷʰˠ
bd_w[?]_h	bdʷʰ
bd_w[?]_h	bdʷʰ
bd_j_w[?]_h	bdʲʷʰ
bd_w[?]_h_G	bdʷʰˠ
bd_w[?]_h\	bdʷʱ
pt_w[?]_h:	ptʷʰː
bd_w[?]_h:	bdʷʰː
c_h_?\	cʰˤ
c_h_?\	cʰˤ
k_h_?\	kʰˤ
k_h_?\	kʰˤ
g_h_?\	gʰˤ
g_h_?\	gʰˤ
g_h\_?\	gʱˤ
J\_h\_?\	ɟʱˤ
J\_h_?\	ɟʰˤ
J\_h_?\	ɟʰˤ
c_w[?]_h_?\	cʷʰˤ
k_w[?]_h_?\	kʷʰˤ
q_w[?]_h_?\	qʷʰˤ
J\_w[?]_h_?\	ɟʷʰˤ
g_w[?]_h_?\	gʷʰˤ
G\_w[?]_h_?\	ɢʷʰˤ
t`_w[?]_h_?\	ʈʷʰˤ
d`_w[?]_h_?\	ɖʷʰˤ
=\_h_?\	ǂʰˤ
=\_h_?\	ǂʰˤ
=\_w[?]_h_?\	ǂʷʰˤ
!\_h_?\	ǃʰˤ
!\_h_?\	ǃʰˤ
t_w[?]_h_?\	tʷʰˤ
!\_w[?]_h_?\	ǃʷʰˤ
d_w[?]_h_?\	dʷʰˤ
|\_h_?\	ǀʰˤ
|\_h_?\	ǀʰˤ
|\_w[?]_h_?\	ǀʷʰˤ
t_d_w[?]_h_?\	t̪ʷʰˤ
d_d_w[?]_h_?\	d̪ʷʰˤ
O\[?]_h_?\	ʘʰˤ
O\[?]_h_?\	ʘʰˤ
kp_h_?\	kpʰˤ
kp_h_?\	kpʰˤ
gb_h\_?\	gbʱˤ
gb_h_?\	gbʰˤ
gb_h_?\	gbʰˤ
O\[?]_w[?]_h_?\	ʘʷʰˤ
kp_w[?]_h_?\	kpʷʰˤ
gb_w[?]_h_?\	gbʷʰˤ
p_w[?]_h_?\	pʷʰˤ
b_w[?]_h_?\	bʷʰˤ
pt_w[?]_h_?\	ptʷʰˤ
bd_w[?]_h_?\	bdʷʰˤ
G\\_<_h\	ʛʱ
G\\_<_h\:	ʛʱː
d_<_h\	ɗʱ
d_<_h\:	ɗʱː
b_<_h\	ɓʱ
b_<_h\:	ɓʱː
G\\_<_h\_?\	ʛʱˤ
d_<_h\_?\	ɗʱˤ
b_<_h\_?\	ɓʱˤ
g_<_j_h\	ɠʲʱ
J\_<_j_h\	ʄʲʱ
G\\_<_j_h\	ʛʲʱ
J\_<_h\	ʄʱ
J\_<_h\:	ʄʱː
g_<_h\_G	ɠʱˠ
J\_<_h\_G	ʄʱˠ
G\\_<_h\_G	ʛʱˠ
g_<_h\	ɠʱ
g_<_h\:	ɠʱː
g_<_w[?]_h\	ɠʷʱ
J\_<_w[?]_h\	ʄʷʱ
G\\_<_w[?]_h\	ʛʷʱ
d_<_j_h\	ɗʲʱ
d_<_h\_G	ɗʱˠ
d_<_w[?]_h\	ɗʷʱ
b_<_j_h\	ɓʲʱ
b_<_h\_G	ɓʱˠ
b_<_w[?]_h\	ɓʷʱ
g_<_h\_?\	ɠʱˤ
J\_<_h\_?\	ʄʱˤ
||_a	ǁ̺
||_+	ǁ̟
||_-	ǁ̠
||:	ǁː
||_j	ǁʲ
||_j:	ǁʲː
||_j:	ǁʲː
||_H	ǁᶣ
||_G	ǁˠ
||_G:	ǁˠː
||_j_w[?]	ǁʲʷ
||_w[?]	ǁʷ
||_w[?]_G	ǁʷˠ
||_w[?]:	ǁʷː
||_w[?]:	ǁʷː
||_m	ǁ̻
||_?\	ǁˤ
||_?\:	ǁˤː
||_?\:	ǁˤː
||_w[?]_?\	ǁʷˤ
_?||	ˀǁ
||_w[?]_?	ǁʷˀ
||_h	ǁʰ
||_h:	ǁʰː
||_j_h	ǁʲʰ
||_j_h	ǁʲʰ
||_H_h	ǁᶣʰ
||_h_G	ǁʰˠ
||_w[?]_h	ǁʷʰ
||_w[?]_h	ǁʷʰ
||_w[?]_h_G	ǁʷʰˠ
||_j_w[?]_h	ǁʲʷʰ
||_w[?]_h:	ǁʷʰː
||_h_?\	ǁʰˤ
||_h_?\	ǁʰˤ
||_w[?]_h_?\	ǁʷʰˤ
q_n	qⁿ
G\_n	ɢⁿ
G\~	ɢ̃
G\~:	ɢ̃ː
t`_n	ʈⁿ
d`_n	ɖⁿ
d`~	ɖ̃
d`~:	ɖ̃ː
d~	d̃
d~:	d̃ː
d_d~	d̪̃
d_d~:	d̪̃ː
p_n	pⁿ
b~	b̃
b~:	b̃ː
pt_n	ptⁿ
bd_n	bdⁿ
bd~	bd̃
bd~:	bd̃ː
G\~_?\	ɢ̃ˤ
d`~_?\	ɖ̃ˤ
d~_?\	d̃ˤ
d_d~_?\	d̪̃ˤ
b~_?\	b̃ˤ
bd~_?\	bd̃ˤ
c_n	cⁿ
J\_n	ɟⁿ
J\~	ɟ̃
J\~:	ɟ̃ː
k_n	kⁿ
g_n	gⁿ
g~	g̃
g~:	g̃ː
=\_n	ǂⁿ
!\_n	ǃⁿ
|\_n	ǀⁿ
O\[?]_n	ʘⁿ
kp_n	kpⁿ
gb_n	gbⁿ
gb~	gb̃
gb~:	gb̃ː
g~_?\	g̃ˤ
J\~_?\	ɟ̃ˤ
gb~_?\	gb̃ˤ
G\\_<_n	ʛⁿ
G\_k~	ɢ̰̃
G\\_<_k~	ʛ̰̃
G\\_<~	ʛ̃
G\\_<~:	ʛ̃ː
d`_k~	ɖ̰̃
d_k~	d̰̃
d_<_k~	ɗ̰̃
d_<_n	ɗⁿ
d_<~	ɗ̃
d_<~:	ɗ̃ː
d_d_k~	d̪̰̃
b_k~	b̰̃
b_<_k~	ɓ̰̃
b_<_n	ɓⁿ
b_<~	ɓ̃
b_<~:	ɓ̃ː
bd_k~	bd̰̃
G\\_<~_?\	ʛ̃ˤ
d_<~_?\	ɗ̃ˤ
b_<~_?\	ɓ̃ˤ
J\_k~	ɟ̰̃
J\_<_k~	ʄ̰̃
J\_<_n	ʄⁿ
J\_<~	ʄ̃
J\_<~:	ʄ̃ː
g_<_n	ɠⁿ
g_k~	g̰̃
g_<_k~	ɠ̰̃
g_<~	ɠ̃
g_<~:	ɠ̃ː
gb_k~	gb̰̃
g_<~_?\	ɠ̃ˤ
J\_<~_?\	ʄ̃ˤ
||_n	ǁⁿ
t`s`_a	ʈʂ̺
t`s`_+	ʈʂ̟
t`s`_-	ʈʂ̠
d`z`_a	ɖʐ̺
d`z`_+	ɖʐ̟
d`z`_-	ɖʐ̠
t`s`_m	ʈʂ̻
d`z`_m	ɖʐ̻
ts_d_a	ts̪̺
tT_a	tθ̺
dz_d_a	dz̪̺
dD_a	dð̺
ts_d_m	ts̪̻
tT_m	tθ̻
ts_d_+	ts̪̟
tT_+	tθ̟
tT_-	tθ̠
ts_d_-	ts̪̠
dz_d_m	dz̪̻
dD_m	dð̻
dz_d_+	dz̪̟
dD_+	dð̟
dz_d_-	dz̪̠
dD_-	dð̠
pp\_+	pɸ̟
pp\_-	pɸ̠
bB_+	bβ̟
bB_-	bβ̠
t`s`_?\	ʈʂˤ
d`z`_?\	ɖʐˤ
d`z`_?\:	ɖʐˤː
d`z`_?\:	ɖʐˤː
d`z`_?\:	ɖʐˤː
t`s`_?\:	ʈʂˤː
ts_d_?\	ts̪ˤ
tT_?\	tθˤ
dD_?\	dðˤ
dz_d_?\	dz̪ˤ
ts_d_?\:	ts̪ˤː
ts_d_?\:	ts̪ˤː
tT_?\:	tθˤː
tT_?\:	tθˤː
dz_d_?\:	dz̪ˤː
dz_d_?\:	dz̪ˤː
dD_?\:	dðˤː
dD_?\:	dðˤː
pp\_?\	pɸˤ
bB_?\	bβˤ
pp\_?\:	pɸˤː
pp\_?\:	pɸˤː
bB_?\:	bβˤː
bB_?\:	bβˤː
qX_+	qχ̟
qX_-	qχ̠
G\R_+	ɢʁ̟
G\R_-	ɢʁ̠
tS_w_a	tʃ̺
dZ_a	dʒ̺
tS_w_m	tʃ̻
tS_w_+	tʃ̟
tS_w_-	tʃ̠
dZ_m	dʒ̻
dZ_+	dʒ̟
dZ_-	dʒ̠
ts_a	ts̺
ts_+	ts̟
ts_-	ts̠
dz_a	dz̺
dz_+	dz̟
dz_-	dz̠
ts_m	ts̻
dz_m	dz̻
pf_+	pf̟
pf_-	pf̠
bv_+	bv̟
bv_-	bv̠
qX_?\	qχˤ
G\R_?\	ɢʁˤ
qX_?\:	qχˤː
qX_?\:	qχˤː
G\R_?\:	ɢʁˤː
G\R_?\:	ɢʁˤː
tS_w_?\	tʃˤ
dZ_?\	dʒˤ
tS_w_?\:	tʃˤː
tS_w_?\:	tʃˤː
dZ_?\:	dʒˤː
dZ_?\:	dʒˤː
ts_?\	tsˤ
dz_?\	dzˤ
ts_?\:	tsˤː
ts_?\:	tsˤː
dz_?\:	dzˤː
dz_?\:	dzˤː
pf_?\	pfˤ
bv_?\	bvˤ
pf_?\:	pfˤː
pf_?\:	pfˤː
bv_?\:	bvˤː
bv_?\:	bvˤː
d`z`_j:	ɖʐʲː
d`z`_j:	ɖʐʲː
t`s`_H	ʈʂᶣ
d`z`_H	ɖʐᶣ
t`s`_G	ʈʂˠ
d`z`_G	ɖʐˠ
d`z`_G:	ɖʐˠː
d`z`_G:	ɖʐˠː
t`s`_j_w[?]	ʈʂʲʷ
t`s`_w[?]_G	ʈʂʷˠ
d`z`_j_w[?]	ɖʐʲʷ
d`z`_w[?]_G	ɖʐʷˠ
d`z`_w[?]:	ɖʐʷː
d`z`_w[?]:	ɖʐʷː
ts_d_j:	ts̪ʲː
tT_j:	tθʲː
dz_d_j:	dz̪ʲː
dD_j:	dðʲː
ts_d_H	ts̪ᶣ
tT_H	tθᶣ
dz_d_H	dz̪ᶣ
dD_H	dðᶣ
ts_d_G	ts̪ˠ
tT_G	tθˠ
dz_d_G	dz̪ˠ
dD_G	dðˠ
ts_d_G:	ts̪ˠː
tT_G:	tθˠː
dz_d_G:	dz̪ˠː
dD_G:	dðˠː
ts_d_j_w[?]	ts̪ʲʷ
tT_j_w[?]	tθʲʷ
ts_d_w[?]_G	ts̪ʷˠ
tT_w[?]_G	tθʷˠ
dz_d_j_w[?]	dz̪ʲʷ
dD_j_w[?]	dðʲʷ
dz_d_w[?]_G	dz̪ʷˠ
dD_w[?]_G	dðʷˠ
ts_d_w[?]:	ts̪ʷː
tT_w[?]:	tθʷː
dz_d_w[?]:	dz̪ʷː
dD_w[?]:	dðʷː
pp\_j:	pɸʲː
bB_j:	bβʲː
pp\_G	pɸˠ
bB_G	bβˠ
pp\_G:	pɸˠː
bB_G:	bβˠː
pp\_j_w[?]	pɸʲʷ
pp\_w[?]_G	pɸʷˠ
bB_j_w[?]	bβʲʷ
bB_w[?]_G	bβʷˠ
pp\_w[?]:	pɸʷː
bB_w[?]:	bβʷː
kx_+	kx̟
kx_-	kx̠
gG_+	gɣ̟
gG_-	gɣ̠
kx_j:	kxʲː
qX_j:	qχʲː
gG_j:	gɣʲː
G\R_j:	ɢʁʲː
kx_H	kxᶣ
qX_H	qχᶣ
gG_H	gɣᶣ
G\R_H	ɢʁᶣ
kx_G	kxˠ
qX_G	qχˠ
G\R_G	ɢʁˠ
gG_G	gɣˠ
kx_G:	kxˠː
qX_G:	qχˠː
gG_G:	gɣˠː
G\R_G:	ɢʁˠː
kx_j_w[?]	kxʲʷ
qX_j_w[?]	qχʲʷ
kx_w[?]_G	kxʷˠ
qX_w[?]_G	qχʷˠ
gG_j_w[?]	gɣʲʷ
G\R_j_w[?]	ɢʁʲʷ
gG_w[?]_G	gɣʷˠ
G\R_w[?]_G	ɢʁʷˠ
kx_w[?]:	kxʷː
qX_w[?]:	qχʷː
gG_w[?]:	gɣʷː
G\R_w[?]:	ɢʁʷː
cc_x_a	cç̺
ts\_a	tɕ̺
J\j\\_a	ɟʝ̺
dz\_a	dʑ̺
ts\_m	tɕ̻
cc_x_m	cç̻
cc_x_+	cç̟
ts\_+	tɕ̟
ts\_-	tɕ̠
cc_x_-	cç̠
J\j\\_m	ɟʝ̻
dz\_m	dʑ̻
J\j\\_+	ɟʝ̟
dz\_+	dʑ̟
J\j\\_-	ɟʝ̠
dz\_-	dʑ̠
cc_x_j:	cçʲː
tS_w_j:	tʃʲː
ts\_j:	tɕʲː
dZ_j:	dʒʲː
J\j\\_j:	ɟʝʲː
dz\_j:	dʑʲː
cc_x_H	cçᶣ
tS_w_H	tʃᶣ
ts\_H	tɕᶣ
dZ_H	dʒᶣ
J\j\\_H	ɟʝᶣ
dz\_H	dʑᶣ
cc_x_G	cçˠ
tS_w_G	tʃˠ
ts\_G	tɕˠ
dZ_G	dʒˠ
J\j\\_G	ɟʝˠ
dz\_G	dʑˠ
cc_x_G:	cçˠː
tS_w_G:	tʃˠː
ts\_G:	tɕˠː
dZ_G:	dʒˠː
J\j\\_G:	ɟʝˠː
dz\_G:	dʑˠː
cc_x_j_w[?]	cçʲʷ
tS_w_j_w[?]	tʃʲʷ
ts\_j_w[?]	tɕʲʷ
cc_x_w[?]_G	cçʷˠ
tS_w_w[?]_G	tʃʷˠ
ts\_w[?]_G	tɕʷˠ
dZ_j_w[?]	dʒʲʷ
J\j\\_j_w[?]	ɟʝʲʷ
dz\_j_w[?]	dʑʲʷ
dZ_w[?]_G	dʒʷˠ
J\j\\_w[?]_G	ɟʝʷˠ
dz\_w[?]_G	dʑʷˠ
cc_x_w[?]:	cçʷː
tS_w_w[?]:	tʃʷː
ts\_w[?]:	tɕʷː
dZ_w[?]:	dʒʷː
J\j\\_w[?]:	ɟʝʷː
dz\_w[?]:	dʑʷː
ts_j:	tsʲː
dz_j:	dzʲː
ts_H	tsᶣ
dz_H	dzᶣ
ts_G	tsˠ
dz_G	dzˠ
ts_G:	tsˠː
dz_G:	dzˠː
ts_j_w[?]	tsʲʷ
ts_w[?]_G	tsʷˠ
dz_j_w[?]	dzʲʷ
dz_w[?]_G	dzʷˠ
ts_w[?]:	tsʷː
dz_w[?]:	dzʷː
pf_j:	pfʲː
bv_j:	bvʲː
pf_G	pfˠ
bv_G	bvˠ
pf_G:	pfˠː
bv_G:	bvˠː
pf_j_w[?]	pfʲʷ
pf_w[?]_G	pfʷˠ
bv_j_w[?]	bvʲʷ
bv_w[?]_G	bvʷˠ
pf_w[?]:	pfʷː
bv_w[?]:	bvʷː
kx_?\	kxˤ
gG_?\	gɣˤ
kx_?\:	kxˤː
kx_?\:	kxˤː
gG_?\:	gɣˤː
gG_?\:	gɣˤː
kx_w[?]_?\	kxʷˤ
qX_w[?]_?\	qχʷˤ
gG_w[?]_?\	gɣʷˤ
G\R_w[?]_?\	ɢʁʷˤ
t`s`_w[?]_?\	ʈʂʷˤ
d`z`_w[?]_?\	ɖʐʷˤ
cc_x_?\	cçˤ
ts\_?\	tɕˤ
J\j\\_?\	ɟʝˤ
dz\_?\	dʑˤ
cc_x_?\:	cçˤː
cc_x_?\:	cçˤː
ts\_?\:	tɕˤː
ts\_?\:	tɕˤː
J\j\\_?\:	ɟʝˤː
J\j\\_?\:	ɟʝˤː
dz\_?\:	dʑˤː
dz\_?\:	dʑˤː
cc_x_w[?]_?\	cçʷˤ
tS_w_w[?]_?\	tʃʷˤ
ts\_w[?]_?\	tɕʷˤ
dZ_w[?]_?\	dʒʷˤ
J\j\\_w[?]_?\	ɟʝʷˤ
dz\_w[?]_?\	dʑʷˤ
ts_w[?]_?\	tsʷˤ
dz_w[?]_?\	dzʷˤ
ts_d_w[?]_?\	ts̪ʷˤ
tT_w[?]_?\	tθʷˤ
dz_d_w[?]_?\	dz̪ʷˤ
dD_w[?]_?\	dðʷˤ
pp\_w[?]_?\	pɸʷˤ
pf_w[?]_?\	pfʷˤ
bB_w[?]_?\	bβʷˤ
bv_w[?]_?\	bvʷˤ
_?t`s`	ˀʈʂ
t`s`\ˈ	ʈʂ’
t`s`_?	ʈʂˀ
_?d`z`	ˀɖʐ
d`z`_k	ɖʐ̰
d`z`_?	ɖʐˀ
t`s`\ˈ:	ʈʂ’ː
d`z`_k:	ɖʐ̰ː
_?ts_d	ˀts̪
_?tT	ˀtθ
ts_d_>	ts̪ʼ
tT\ˈ	tθ’
ts_d_?	ts̪ˀ
tT_?	tθˀ
_?dz_d	ˀdz̪
_?dD	ˀdð
dz_d_k	dz̪̰
dD_k	dð̰
dz_d_?	dz̪ˀ
dD_?	dðˀ
ts_d\ˈ:	ts̪’ː
tT\ˈ:	tθ’ː
dz_d_k:	dz̪̰ː
dD_k:	dð̰ː
_?pp\	ˀpɸ
pp\\ˈ	pɸ’
pp\_?	pɸˀ
_?bB	ˀbβ
bB_k	bβ̰
bB_?	bβˀ
pp\\ˈ:	pɸ’ː
bB_k:	bβ̰ː
t`s`\ˈ_?\	ʈʂ’ˤ
d`z`_k_?\	ɖʐ̰ˤ
ts_d\ˈ_?\	ts̪’ˤ
tT\ˈ_?\	tθ’ˤ
dz_d_k_?\	dz̪̰ˤ
dD_k_?\	dð̰ˤ
pp\\ˈ_?\	pɸ’ˤ
bB_k_?\	bβ̰ˤ
_?qX	ˀqχ
qX\ˈ	qχ’
qX_?	qχˀ
_?G\R	ˀɢʁ
G\R_k	ɢʁ̰
G\R_?	ɢʁˀ
qX\ˈ:	qχ’ː
G\R_k:	ɢʁ̰ː
_?tS_w	ˀtʃ
tS_w_?	tʃˀ
_?dZ	ˀdʒ
dZ_k	dʒ̰
dZ_?	dʒˀ
tS_w_>:	tʃʼː
dZ_k:	dʒ̰ː
_?ts	ˀts
ts_?	tsˀ
_?dz	ˀdz
dz_k	dz̰
dz_?	dzˀ
ts\ˈ:	ts’ː
dz_k:	dz̰ː
_?pf	ˀpf
pf_>	pfʼ
pf_?	pfˀ
_?bv	ˀbv
bv_k	bv̰
bv_?	bvˀ
pf\ˈ:	pf’ː
bv_k:	bv̰ː
qX\ˈ_?\	qχ’ˤ
G\R_k_?\	ɢʁ̰ˤ
tS_w\ˈ_?\	tʃ’ˤ
dZ_k_?\	dʒ̰ˤ
ts\ˈ_?\	ts’ˤ
dz_k_?\	dz̰ˤ
pf\ˈ_?\	pf’ˤ
bv_k_?\	bv̰ˤ
t`s`\ˈ_j	ʈʂ’ʲ
t`s`\ˈ_j	ʈʂ’ʲ
d`z`_k_j	ɖʐ̰ʲ
d`z`_k_G	ɖʐ̰ˠ
t`s`\ˈ_w[?]	ʈʂ’ʷ
t`s`\ˈ_w[?]	ʈʂ’ʷ
t`s`_w[?]_?	ʈʂʷˀ
d`z`_w[?]_?	ɖʐʷˀ
d`z`_k_w[?]	ɖʐ̰ʷ
ts_d\ˈ_j	ts̪’ʲ
ts_d\ˈ_j	ts̪’ʲ
tT\ˈ_j	tθ’ʲ
tT\ˈ_j	tθ’ʲ
dz_d_k_j	dz̪̰ʲ
dD_k_j	dð̰ʲ
dz_d_k_G	dz̪̰ˠ
dD_k_G	dð̰ˠ
ts_d\ˈ_w[?]	ts̪’ʷ
ts_d\ˈ_w[?]	ts̪’ʷ
tT\ˈ_w[?]	tθ’ʷ
tT\ˈ_w[?]	tθ’ʷ
ts_d_w[?]_?	ts̪ʷˀ
tT_w[?]_?	tθʷˀ
dz_d_k_w[?]	dz̪̰ʷ
dD_k_w[?]	dð̰ʷ
dz_d_w[?]_?	dz̪ʷˀ
dD_w[?]_?	dðʷˀ
pp\\ˈ_j	pɸ’ʲ
pp\\ˈ_j	pɸ’ʲ
bB_k_j	bβ̰ʲ
bB_k_G	bβ̰ˠ
pp\\ˈ_w[?]	pɸ’ʷ
pp\\ˈ_w[?]	pɸ’ʷ
pp\_w[?]_?	pɸʷˀ
bB_w[?]_?	bβʷˀ
bB_k_w[?]	bβ̰ʷ
_?kx	ˀkx
kx\ˈ	kx’
kx_?	kxˀ
_?gG	ˀgɣ
gG_k	gɣ̰
gG_?	gɣˀ
kx\ˈ:	kx’ː
gG_k:	gɣ̰ː
qX\ˈ_j	qχ’ʲ
qX\ˈ_j	qχ’ʲ
kx\ˈ_j	kx’ʲ
kx\ˈ_j	kx’ʲ
gG_k_j	gɣ̰ʲ
G\R_k_j	ɢʁ̰ʲ
gG_k_G	gɣ̰ˠ
G\R_k_G	ɢʁ̰ˠ
